donor_key,hash_hex,hash_priority,assigned_variant,assigned_filler,survey_code
LP0856,ee02e5acdcf107a4633f8db9741c72cff46b09c7e74909ee5cfaf0fe5589561f,925,2,baseball,control baseball
LP0090,ee338e60f88167b76d9e52b7b6d079bfe6e39bdf3a101a8832b265f728904396,926,3,dances,control dances
LP0557,ee73fb0bd3d878783a63b3cb94b14962f25fbd4918d318edb4b54460c8738974,927,1,neckties,control neckties
LP0193,eee65cff8732fb7197cf5035fd96147262a6d3bdc89828cb4b711aea2112ab63,928,2,baseball,control baseball
LP0974,eef36a0364d773c352079d3f66a82d95fc5edd637cad8d58f09cf4073c034179,929,3,dances,control dances
LP0973,ef4b10eb5339b6efe5c1322d86d19e960b43ee7cbbf3f51ef36db203dc35e8c6,930,1,neckties,control neckties
LP0622,ef59a29b086936ea1f5e1b7802c32a0168f600e3d51af9ee5a6a80aa2faafb10,931,2,baseball,control baseball
LP0521,ef5d3e507289e5ceee6e82a2885aa583b77f93b82685e749b1e1c7af0cf25b5e,932,3,dances,control dances
LP0130,ef8647dd6715e81e1b32e27790eb00e0554f94b8e55f0805176be274b24adcbe,933,1,neckties,control neckties
LP0639,efac519084bf7c52dfe123752b1139bd3e56824b176b78072d3349f407a45f5c,934,2,baseball,control baseball
LP0592,f009600f3c3ad3843842d99dbd25c9f83ddd08de8012be643eb45f9d9fe608f1,935,3,dances,control dances
LP0876,f0a4b253661093cf89c3cdaa52bb878279fba7801033be829f2a7e9f8380a61c,936,1,neckties,control neckties
LP0597,f0b7125d255ccc262f860f8fdd47138256a9b8389460a1ed2779ab22ef2a6219,937,2,baseball,control baseball
LP0028,f129f7dea9015a490f646125388a3d0a1442c8353bfc250053ad9545922f05fe,938,3,dances,control dances
LP0835,f13371fdc692f377c31f78283ad27fbecea5ecfebe7945830b9e57174099a8f4,939,1,neckties,control neckties
LP0903,f13f2baa1eb08cd371f16307057294d26b78a91b6298c01cbb7d3607db682c78,940,2,baseball,control baseball
LP0037,f273b9ec92106a2dfb685ae379e014d7ca2eea9bceffc4e4e580660f12739196,941,3,dances,control dances
LP0762,f2815f6cd842990b765b1e35b68a3290d31462a7faad254d59b42e78f642400e,942,1,neckties,control neckties
LP0328,f283741caffe3398a2ccfb833513bf39b1da01fe618145ea740d63760b1f0da0,943,2,baseball,control baseball
LP0102,f299e4d57ac9e1ee6362178897507682d79bf04ecadc6f604cf2c6300d0d0ee4,944,3,dances,control dances
LP0379,f2b0645689b00385ddc0696b703016f2c0d37163c8b6ecb0d7d5b1f44bbedb16,945,1,neckties,control neckties
LP0699,f2fc48548ad6538e3151a9770878d11e01c568fe364fc5aba9085f70f26b8054,946,2,baseball,control baseball
LP0425,f333c070404da759a684b87dd438b50c2924c902a30608b63eca283854e7d05a,947,3,dances,control dances
LP0486,f360011a41f1b8071837d4a2413d77105e994f9267796b77a1377b9df1e0dded,948,1,neckties,control neckties
LP0303,f37338ce986b7c16346749de9fb9889b8a0ac83437d387ec5dfe8f454854a6b3,949,2,baseball,control baseball
LP0928,f373a9abf8a99431ecf4298d33aaf30e3e3dff72c63f55dc62b585fcd7c10af0,950,3,dances,control dances
LP0256,f37559caa920e52c2f1dfe929a7fb9a9c8d80c2da261f6ef09b0663ed87d218c,951,1,neckties,control neckties
LP0230,f3d3eea6b1be606d1d0a0d97f9b06b59099c72f63d78dc0daf6f1a03e21a6ca3,952,2,baseball,control baseball
LP0218,f3e287a542683f62e59d2397d979c752237317d6b13038df6e15e37fcf629fb1,953,3,dances,control dances
LP0006,f43e9e28c8397c033becf1bb661676f34ab05901b5520627b5ce2d67198e706f,954,1,neckties,control neckties
LP0780,f4e2a8567fadb804b505e6599be464e85056e035756c5066884c7539a42d2b4f,955,2,baseball,control baseball
LP0078,f509ac6d4ca9e7c2606a6d44f3705a004e91525bcb744e8e6a13bee7d001d77c,956,3,dances,control dances
LP0800,f58e872059fd8eabc43a5a3eab47370d08e5892c9ea387e43c2bbf13dcda693c,957,1,neckties,control neckties
LP0194,f5a798b2e076ffc6742cf3067c39447e7b5b9f51ce09ec408467205760270a38,958,2,baseball,control baseball
LP0273,f5c9abf1af6110226164184e5f28334ed3990f4aaece3565c2943e9327d1a768,959,3,dances,control dances
LP0255,f6d9018c90374ada62b8c17313b039b31983fe0edf30c37525c5cf756a29c768,960,1,neckties,control neckties
LP0223,f6d9b4f2bf16241f15e4fb9c3d4d909f728e7641b027062b4a57e3d85865f869,961,2,baseball,control baseball
LP0116,f6dadc08242d8b02e993adf004db9b452ea57f2ae27a3c9b196d99f0ae351498,962,3,dances,control dances
LP0585,f6e8fdff37cf9bae517fedceb6aee0b1777771bb46d927ef0f2ac4cea98ae0f0,963,1,neckties,control neckties
LP0862,f7454fea571e722b57ff258266edbce15d50741349759ec7086bdaeea9c7b1bb,964,2,baseball,control baseball
LP0954,f74621572961abaf90dbb67444ae69a21917ff7356558a9ff7e9a0e1c589c7ea,965,3,dances,control dances
LP0880,f77747f079dd33bee93b0d01dc132b0111b99c43d44165f6f561e15028a80455,966,1,neckties,control neckties
LP0065,f7ae5d43c21379b784995332ba3346ef8f72fdfff4396001d71d0e05516e718c,967,2,baseball,control baseball
LP0314,f7ea548b4e106305a3e8e4d6e2786cfded1506b11be78bbc749ffbc7df8714ba,968,3,dances,control dances
LP0777,f7fa89b4501de70d875c9591eccb1cbe89feb5b43d3ee1fcf7134d459378c03a,969,1,neckties,control neckties
LP0833,f80f79d81135cd9d4368617d4347199984132d716656f876dd2602bec097c5fb,970,2,baseball,control baseball
LP0923,f8858b4e37a8b6a0b833a395bfd1208f6d6335f418bfc8304402a5497f9b98e7,971,3,dances,control dances
LP0033,f8d59587d62c06701f0af3152f48b20668dca1a0b2ebda64d4270f08fcd32244,972,1,neckties,control neckties
LP0905,f8de5995e67e26b1d8ce6c8f60d6d936dea2682ef09493a0f66aef68f63167de,973,2,baseball,control baseball
LP0158,f92008d8f8e96f314c460f49a9ca42bc1576665fc603ecde769f7cc78128a240,974,3,dances,control dances
LP0698,f99859566e5389a2c2e48ec30d17c5db09119ed5441e40eed11833f83b5cc14c,975,1,neckties,control neckties
LP0197,f9a66b38bc2cc3b9bf035d9f3ab5fc9b5c9b5161fce9578cdb71fe16d92413af,976,2,baseball,control baseball
LP0684,fa73c2bf05ad41d65031d7031e94aafeaf699b701ec9f8c45a36035988ca8c9a,977,3,dances,control dances
LP0887,fab373b1a864ce52818a473780e12a824753d0b5baadd6108ef8b2a4bce9d207,978,1,neckties,control neckties
LP0442,fb28e485e6bbdf10a0bec95e3d3a2f5fd8060ee49ba270b3ee2426752835bb85,979,2,baseball,control baseball
LP0161,fbcfa8f4319ad0c1872aac8942a1fc8aa299cc8fb353a28473d33f2274738aa5,980,3,dances,control dances
LP0412,fbe106a9fe14990f0bc8affd17d31df83e6bf45c4449b643c334edfda75f2946,981,1,neckties,control neckties
LP0617,fbf9ea1cb69591cef13152287b1496dec5346bf9ab27df590734664675384d9a,982,2,baseball,control baseball
LP0337,fc34b27573901a7fbd1c44e32c05a40fa059ef57fa4e75121d7c1e3a3f9e3929,983,3,dances,control dances
LP0601,fc450240695c27ee91ec4b3c8145bacc15347f30ab18e0113b2c5a8a2448e630,984,1,neckties,control neckties
LP0714,fcc4bc6a6dacb5841f486cbca1f9c021055c471016f57d2a13129be3efcee535,985,2,baseball,control baseball
LP0039,fcd091cd32eed972af037405134969632e4ca6b15eb0545b561ac3dde7a6cd18,986,3,dances,control dances
LP0492,fceb93179c833f636307238e2dfebe8d3172f44b67bf65e001555397fbd3ffc0,987,1,neckties,control neckties
LP0075,fd08a196fa1d045c906b4433863e163dbe3eeaafafc8c61a7d8aee6bf5de4369,988,2,baseball,control baseball
LP0312,fd6676a2dca6ff82f6ad5b9589848b93ab9ac5ecf4664a21cb4d1761811c493a,989,3,dances,control dances
LP0387,fdc1271f5073084d00e5ba22976ecec54ec579ca63b0e9193a2df1ad2583617a,990,1,neckties,control neckties
LP0137,fde1ef080465f9667d2ff345980d1b49609f4c3a06dd4a413e18b61a1481edde,991,2,baseball,control baseball
LP0647,fe1073da516d7276d09283bd4d0d4be52d45daac50cde59a7ec8457dad77f58a,992,3,dances,control dances
LP0807,fe688890f37f94d166adc60161130b32a443ac48f04ae9693bfd250fc6468047,993,1,neckties,control neckties
LP0694,fe7b9535f670c114a7c402900affd3b96e6fe667575dffdacffdff300254eba9,994,2,baseball,control baseball
LP0079,fec3866857b3d032906facdf45dc01889587c8d9c4f2139d0a86555597b549ed,995,3,dances,control dances
LP0618,feeed4ee90c4ad17a3af1ff62979098bd50c73b7ee2fb85e31217947f0cb1849,996,1,neckties,control neckties
LP0841,ffa69a7e91d1251741548bdb97016cce9bd4fae6b024f2f7889dba96b6f1912a,997,2,baseball,control baseball
LP0901,ffbebd1ca40cb442b356a3ca6903b0a5281d1229e81a0757f4cc9131f12d67b2,998,3,dances,control dances
LP0652,ffc2beb761dfac13316f4cd08927c028debcabad6fb43676c554e42fa631f224,999,1,neckties,control neckties
