profile_id,latent_profile_id,condition,condition_replicate,gender,age,year_birth,age_band,race,education,income,party,state_fips,state_abbr
LP0202__control__R1,LP0202,control,1,Male,35,1991,30-44,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Independent,06,CA
LP0203__control__R1,LP0203,control,1,Male,37,1989,30-44,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Republican,45,SC
LP0204__control__R1,LP0204,control,1,Male,33,1993,30-44,Hispanic / Latino,Less than high school,"$56,000 to $99,999",Independent,06,CA
LP0205__control__R1,LP0205,control,1,Male,32,1994,30-44,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Independent,48,TX
LP0206__control__R1,LP0206,control,1,Male,42,1984,30-44,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Independent,32,NV
LP0207__control__R1,LP0207,control,1,Male,44,1982,30-44,Hispanic / Latino,Master's degree / Professional degree,"Less than $30,000",Democrat,48,TX
LP0208__control__R1,LP0208,control,1,Male,44,1982,30-44,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Other,08,CO
LP0209__control__R1,LP0209,control,1,Male,44,1982,30-44,Hispanic / Latino,Less than high school,"$56,000 to $99,999",Republican,22,LA
LP0210__control__R1,LP0210,control,1,Male,38,1988,30-44,Hispanic / Latino,Less than high school,"$30,000 to $55,999",Other,47,TN
LP0211__control__R1,LP0211,control,1,Male,31,1995,30-44,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Other,36,NY
LP0212__control__R1,LP0212,control,1,Male,33,1993,30-44,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Democrat,06,CA
LP0213__control__R1,LP0213,control,1,Male,37,1989,30-44,Hispanic / Latino,High school diploma / GED,"$168,000 or more",Independent,06,CA
LP0214__control__R1,LP0214,control,1,Male,33,1993,30-44,Hispanic / Latino,Less than high school,"$56,000 to $99,999",Democrat,06,CA
LP0215__control__R1,LP0215,control,1,Male,36,1990,30-44,Hispanic / Latino,Less than high school,"$30,000 to $55,999",Democrat,08,CO
LP0216__control__R1,LP0216,control,1,Male,41,1985,30-44,Hispanic / Latino,Less than high school,"$100,000 to $167,999",Republican,04,AZ
LP0217__control__R1,LP0217,control,1,Male,36,1990,30-44,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Independent,06,CA
LP0218__control__R1,LP0218,control,1,Male,43,1983,30-44,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Other,48,TX
LP0219__control__R1,LP0219,control,1,Male,41,1985,30-44,Hispanic / Latino,Master's degree / Professional degree,"$56,000 to $99,999",Other,06,CA
LP0220__control__R1,LP0220,control,1,Male,40,1986,30-44,Hispanic / Latino,Less than high school,"$56,000 to $99,999",Democrat,08,CO
LP0221__control__R1,LP0221,control,1,Male,36,1990,30-44,Asian / Asian American,Master's degree / Professional degree,"$100,000 to $167,999",Republican,34,NJ
LP0222__control__R1,LP0222,control,1,Male,43,1983,30-44,Asian / Asian American,Bachelor's degree,"$56,000 to $99,999",Democrat,06,CA
LP0223__control__R1,LP0223,control,1,Male,44,1982,30-44,Asian / Asian American,Bachelor's degree,"$100,000 to $167,999",Independent,53,WA
LP0224__control__R1,LP0224,control,1,Male,37,1989,30-44,Asian / Asian American,Master's degree / Professional degree,"$168,000 or more",Democrat,36,NY
LP0225__control__R1,LP0225,control,1,Male,36,1990,30-44,Asian / Asian American,Bachelor's degree,"$168,000 or more",Independent,18,IN
LP0226__control__R1,LP0226,control,1,Male,40,1986,30-44,Asian / Asian American,Master's degree / Professional degree,"$168,000 or more",Independent,17,IL
LP0227__control__R1,LP0227,control,1,Male,36,1990,30-44,Asian / Asian American,Doctorate degree / Ph.D.,"$168,000 or more",Independent,06,CA
LP0228__control__R1,LP0228,control,1,Male,43,1983,30-44,Asian / Asian American,Bachelor's degree,"$168,000 or more",Republican,42,PA
LP0229__control__R1,LP0229,control,1,Male,44,1982,30-44,Asian / Asian American,Master's degree / Professional degree,"$168,000 or more",Democrat,17,IL
LP0230__control__R1,LP0230,control,1,Male,43,1983,30-44,Asian / Asian American,Master's degree / Professional degree,"$168,000 or more",Democrat,34,NJ
LP0231__control__R1,LP0231,control,1,Male,31,1995,30-44,Other,Less than high school,"$100,000 to $167,999",Republican,34,NJ
LP0232__control__R1,LP0232,control,1,Male,34,1992,30-44,Other,High school diploma / GED,"$56,000 to $99,999",Democrat,28,MS
LP0233__control__R1,LP0233,control,1,Male,38,1988,30-44,Other,Doctorate degree / Ph.D.,"$100,000 to $167,999",Independent,48,TX
LP0234__control__R1,LP0234,control,1,Male,35,1991,30-44,Other,Some college or Associate's degree,"$30,000 to $55,999",Independent,39,OH
LP0235__control__R1,LP0235,control,1,Male,51,1975,45-59,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Democrat,42,PA
LP0236__control__R1,LP0236,control,1,Male,58,1968,45-59,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Democrat,42,PA
LP0237__control__R1,LP0237,control,1,Male,47,1979,45-59,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Democrat,29,MO
LP0238__control__R1,LP0238,control,1,Male,45,1981,45-59,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,55,WI
LP0239__control__R1,LP0239,control,1,Male,56,1970,45-59,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Other,53,WA
LP0240__control__R1,LP0240,control,1,Male,48,1978,45-59,White / Caucasian,Bachelor's degree,"$168,000 or more",Independent,27,MN
LP0241__control__R1,LP0241,control,1,Male,57,1969,45-59,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat,17,IL
LP0242__control__R1,LP0242,control,1,Male,45,1981,45-59,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,17,IL
LP0243__control__R1,LP0243,control,1,Male,55,1971,45-59,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Democrat,16,ID
LP0244__control__R1,LP0244,control,1,Male,46,1980,45-59,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Republican,06,CA
LP0245__control__R1,LP0245,control,1,Male,50,1976,45-59,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent,47,TN
LP0246__control__R1,LP0246,control,1,Male,53,1973,45-59,White / Caucasian,High school diploma / GED,"$168,000 or more",Independent,22,LA
LP0247__control__R1,LP0247,control,1,Male,54,1972,45-59,White / Caucasian,Less than high school,"$100,000 to $167,999",Independent,21,KY
LP0248__control__R1,LP0248,control,1,Male,57,1969,45-59,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Democrat,17,IL
LP0249__control__R1,LP0249,control,1,Male,50,1976,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,51,VA
LP0250__control__R1,LP0250,control,1,Male,53,1973,45-59,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Republican,12,FL
LP0251__control__R1,LP0251,control,1,Male,57,1969,45-59,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent,12,FL
LP0252__control__R1,LP0252,control,1,Male,53,1973,45-59,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,36,NY
LP0253__control__R1,LP0253,control,1,Male,58,1968,45-59,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Independent,06,CA
LP0254__control__R1,LP0254,control,1,Male,51,1975,45-59,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent,13,GA
LP0255__control__R1,LP0255,control,1,Male,56,1970,45-59,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Democrat,34,NJ
LP0256__control__R1,LP0256,control,1,Male,58,1968,45-59,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Independent,26,MI
LP0257__control__R1,LP0257,control,1,Male,52,1974,45-59,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Democrat,19,IA
LP0258__control__R1,LP0258,control,1,Male,58,1968,45-59,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Democrat,09,CT
LP0259__control__R1,LP0259,control,1,Male,47,1979,45-59,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Democrat,48,TX
LP0260__control__R1,LP0260,control,1,Male,58,1968,45-59,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Independent,33,NH
LP0261__control__R1,LP0261,control,1,Male,59,1967,45-59,White / Caucasian,High school diploma / GED,"$168,000 or more",Independent,24,MD
LP0262__control__R1,LP0262,control,1,Male,45,1981,45-59,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Republican,48,TX
LP0263__control__R1,LP0263,control,1,Male,56,1970,45-59,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,06,CA
LP0264__control__R1,LP0264,control,1,Male,56,1970,45-59,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Republican,12,FL
LP0265__control__R1,LP0265,control,1,Male,55,1971,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,05,AR
LP0266__control__R1,LP0266,control,1,Male,53,1973,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Other,23,ME
LP0267__control__R1,LP0267,control,1,Male,48,1978,45-59,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent,39,OH
LP0268__control__R1,LP0268,control,1,Male,58,1968,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,17,IL
LP0269__control__R1,LP0269,control,1,Male,55,1971,45-59,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,18,IN
LP0270__control__R1,LP0270,control,1,Male,56,1970,45-59,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Independent,26,MI
LP0271__control__R1,LP0271,control,1,Male,53,1973,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,39,OH
LP0272__control__R1,LP0272,control,1,Male,56,1970,45-59,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat,11,DC
LP0273__control__R1,LP0273,control,1,Male,50,1976,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,48,TX
LP0274__control__R1,LP0274,control,1,Male,48,1978,45-59,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,12,FL
LP0275__control__R1,LP0275,control,1,Male,57,1969,45-59,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican,21,KY
LP0276__control__R1,LP0276,control,1,Male,46,1980,45-59,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,54,WV
LP0277__control__R1,LP0277,control,1,Male,54,1972,45-59,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican,17,IL
LP0278__control__R1,LP0278,control,1,Male,56,1970,45-59,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,18,IN
LP0279__control__R1,LP0279,control,1,Male,53,1973,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,29,MO
LP0280__control__R1,LP0280,control,1,Male,57,1969,45-59,White / Caucasian,Doctorate degree / Ph.D.,"$100,000 to $167,999",Democrat,36,NY
LP0281__control__R1,LP0281,control,1,Male,57,1969,45-59,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,17,IL
LP0282__control__R1,LP0282,control,1,Male,45,1981,45-59,White / Caucasian,Less than high school,"$30,000 to $55,999",Democrat,36,NY
LP0283__control__R1,LP0283,control,1,Male,50,1976,45-59,White / Caucasian,High school diploma / GED,"Less than $30,000",Independent,21,KY
LP0284__control__R1,LP0284,control,1,Male,47,1979,45-59,White / Caucasian,Doctorate degree / Ph.D.,"$168,000 or more",Republican,42,PA
LP0285__control__R1,LP0285,control,1,Male,53,1973,45-59,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,42,PA
LP0286__control__R1,LP0286,control,1,Male,51,1975,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,40,OK
LP0287__control__R1,LP0287,control,1,Male,46,1980,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,21,KY
LP0288__control__R1,LP0288,control,1,Male,46,1980,45-59,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,48,TX
LP0289__control__R1,LP0289,control,1,Male,45,1981,45-59,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican,06,CA
LP0290__control__R1,LP0290,control,1,Male,58,1968,45-59,White / Caucasian,Less than high school,"$30,000 to $55,999",Other,26,MI
LP0291__control__R1,LP0291,control,1,Male,48,1978,45-59,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Republican,18,IN
LP0292__control__R1,LP0292,control,1,Male,53,1973,45-59,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Republican,29,MO
LP0293__control__R1,LP0293,control,1,Male,52,1974,45-59,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Democrat,04,AZ
LP0294__control__R1,LP0294,control,1,Male,52,1974,45-59,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent,29,MO
LP0295__control__R1,LP0295,control,1,Male,58,1968,45-59,White / Caucasian,High school diploma / GED,"Less than $30,000",Other,13,GA
LP0296__control__R1,LP0296,control,1,Male,59,1967,45-59,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent,17,IL
LP0297__control__R1,LP0297,control,1,Male,59,1967,45-59,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Independent,40,OK
LP0298__control__R1,LP0298,control,1,Male,56,1970,45-59,White / Caucasian,Less than high school,"Less than $30,000",Other,01,AL
LP0299__control__R1,LP0299,control,1,Male,48,1978,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,26,MI
LP0300__control__R1,LP0300,control,1,Male,47,1979,45-59,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Independent,26,MI
LP0301__control__R1,LP0301,control,1,Male,52,1974,45-59,White / Caucasian,Less than high school,"$56,000 to $99,999",Independent,39,OH
LP0302__control__R1,LP0302,control,1,Male,58,1968,45-59,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Democrat,48,TX
LP0303__control__R1,LP0303,control,1,Male,47,1979,45-59,Black / African American,Master's degree / Professional degree,"$30,000 to $55,999",Democrat,12,FL
LP0304__control__R1,LP0304,control,1,Male,48,1978,45-59,Black / African American,High school diploma / GED,"Less than $30,000",Democrat,13,GA
LP0305__control__R1,LP0305,control,1,Male,54,1972,45-59,Black / African American,High school diploma / GED,"Less than $30,000",Democrat,17,IL
LP0306__control__R1,LP0306,control,1,Male,49,1977,45-59,Black / African American,High school diploma / GED,"$100,000 to $167,999",Independent,45,SC
LP0307__control__R1,LP0307,control,1,Male,53,1973,45-59,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Republican,01,AL
LP0308__control__R1,LP0308,control,1,Male,58,1968,45-59,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Independent,29,MO
LP0309__control__R1,LP0309,control,1,Male,46,1980,45-59,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Democrat,39,OH
LP0310__control__R1,LP0310,control,1,Male,48,1978,45-59,Black / African American,Master's degree / Professional degree,"$56,000 to $99,999",Republican,13,GA
LP0311__control__R1,LP0311,control,1,Male,52,1974,45-59,Black / African American,Some college or Associate's degree,"Less than $30,000",Democrat,42,PA
LP0312__control__R1,LP0312,control,1,Male,52,1974,45-59,Black / African American,Some college or Associate's degree,"$100,000 to $167,999",Independent,17,IL
LP0313__control__R1,LP0313,control,1,Male,47,1979,45-59,Black / African American,Bachelor's degree,"$100,000 to $167,999",Independent,48,TX
LP0314__control__R1,LP0314,control,1,Male,54,1972,45-59,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Democrat,42,PA
LP0315__control__R1,LP0315,control,1,Male,53,1973,45-59,Black / African American,High school diploma / GED,"$56,000 to $99,999",Independent,17,IL
LP0316__control__R1,LP0316,control,1,Male,51,1975,45-59,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Republican,40,OK
LP0317__control__R1,LP0317,control,1,Male,55,1971,45-59,Hispanic / Latino,Less than high school,"$100,000 to $167,999",Independent,48,TX
LP0318__control__R1,LP0318,control,1,Male,52,1974,45-59,Hispanic / Latino,Bachelor's degree,"$168,000 or more",Democrat,53,WA
LP0319__control__R1,LP0319,control,1,Male,45,1981,45-59,Hispanic / Latino,Less than high school,"$100,000 to $167,999",Independent,06,CA
